case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_extra_opt_share,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_extra_opt_share,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|extra_opt_share_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_extra_opt_share.aig,1,1,1042,15,15630,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_extra_opt_share.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_synth_preset,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_synth_preset,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|synth_preset_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_synth_preset.aig,1,1,1042,16,16672,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_synth_preset.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d14,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_abc_g_aig_d14,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|abc_g_aig_d14_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d14.aig,1,1,1042,14,14588,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d14.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d15,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_abc_g_aig_d15,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|abc_g_aig_d15_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d15.aig,1,1,1042,14,14588,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d15.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d16,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_abc_g_aig_d16,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|abc_g_aig_d16_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d16.aig,1,1,1042,14,14588,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d16.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d17,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_abc_g_aig_d17,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|abc_g_aig_d17_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d17.aig,1,1,1042,14,14588,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig_d17.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_abc_g_gates,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_abc_g_gates,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|abc_g_gates_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_abc_g_gates.aig,1,1,1042,15,15630,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_abc_g_gates.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_no_internal_abc,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_no_internal_abc,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|no_internal_abc_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_no_internal_abc.aig,1,1,1297,29,37613,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_no_internal_abc.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_abc_g_aig,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|abc_g_aig_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig.aig,1,1,1036,15,15540,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_extra_opt_share,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_extra_opt_share,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|extra_opt_share_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_extra_opt_share.aig,1,1,1045,15,15675,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_extra_opt_share.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_synth_preset,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_synth_preset,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|synth_preset_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_synth_preset.aig,1,1,1034,15,15510,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_synth_preset.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d14,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_abc_g_aig_d14,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|abc_g_aig_d14_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d14.aig,1,1,1036,15,15540,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d14.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d15,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_abc_g_aig_d15,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|abc_g_aig_d15_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d15.aig,1,1,1036,15,15540,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d15.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d16,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_abc_g_aig_d16,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|abc_g_aig_d16_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d16.aig,1,1,1036,15,15540,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d16.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d17,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_abc_g_aig_d17,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|abc_g_aig_d17_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d17.aig,1,1,1036,15,15540,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_abc_g_aig_d17.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f00_k4_onehot_abc_g_gates,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00_k4_onehot_group_abc_g_gates,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f00_k4_onehot_group|abc_g_gates_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f00_k4_onehot_abc_g_gates.aig,1,1,1036,15,15540,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f00_k4_onehot_abc_g_gates.evaluate.py.log,official evaluate.py OK
ex297,unknown,unknown-symbol-r25,ex297_r25_delta_coord_cell_grouped_abc_g_aig,cyclic 2-bit-symbol movement delta coordinate,per-cell delta-coordinate BDD pools,independent BDD pool per 2-bit output cell plus xor reconstruction,ex297|cyclic_2-bit-symbol_movement_delta_coordinate|per-cell_delta-coordinate_BDD_pools|independent_BDD_pool_per_2-bit_output_cell_plus_xor_reconstruction|yosys_abc_g_aig|official_evaluate_py|cell_pairs,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/verilog/ex297_r25_delta_coord_cell_grouped.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/aigs/ex297_r25_delta_coord_cell_grouped_abc_g_aig.aig,1,1,32020,25,800500,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/logs/ex297_r25_delta_coord_cell_grouped_abc_g_aig.evaluate.py.log,official evaluate.py OK; transform=delta; group=cell_pairs; groups=0:1/2:3/4:5/6:7/8:9/10:11/12:13; order=0:1:12:13:2:3:10:11:4:5:8:9:6:7; bdd_nodes=23629
ex297,unknown,unknown-symbol-r25,ex297_r25_gray_coord_mod4_planes_abc_g_aig,cyclic 2-bit-symbol output Gray-coordinate hypothesis,mod4 grouped Gray-coordinate BDD pools,four shared BDD pools for output-bit modulo class plus prefix-xor reconstruction,ex297|cyclic_2-bit-symbol_output_Gray-coordinate_hypothesis|mod4_grouped_Gray-coordinate_BDD_pools|four_shared_BDD_pools_for_output-bit_modulo_class_plus_prefix-xor_reconstruction|yosys_abc_g_aig|official_evaluate_py|mod4_output_planes,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/verilog/ex297_r25_gray_coord_mod4_planes.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/aigs/ex297_r25_gray_coord_mod4_planes_abc_g_aig.aig,1,1,30683,47,1442101,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/logs/ex297_r25_gray_coord_mod4_planes_abc_g_aig.evaluate.py.log,official evaluate.py OK; transform=gray_out; group=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10/3:7:11; order=0:2:4:6:8:10:12:1:3:5:7:9:11:13; bdd_nodes=21944
ex297,unknown,unknown-symbol-r25,ex297_r25_raw_coord_cell_grouped_d20_abc_g_aig_d20,cyclic 2-bit-symbol raw coordinate regrouping,per-cell raw-output BDD pools with delay-constrained ABC,independent BDD pool per 2-bit output cell under cell outside-in order,ex297|cyclic_2-bit-symbol_raw_coordinate_regrouping|per-cell_raw-output_BDD_pools_with_delay-constrained_ABC|independent_BDD_pool_per_2-bit_output_cell_under_cell_outside-in_order|yosys_abc_g_aig_d20|official_evaluate_py|cell_pairs,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/verilog/ex297_r25_raw_coord_cell_grouped_d20.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/aigs/ex297_r25_raw_coord_cell_grouped_d20_abc_g_aig_d20.aig,1,1,32325,23,743475,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex297/logs/ex297_r25_raw_coord_cell_grouped_d20_abc_g_aig_d20.evaluate.py.log,official evaluate.py OK; transform=raw; group=cell_pairs; groups=0:1/2:3/4:5/6:7/8:9/10:11/12:13; order=0:1:12:13:2:3:10:11:4:5:8:9:6:7; bdd_nodes=23584
ex299,unknown,unknown-symbol-r25,ex299_r25_delta_coord_cell_grouped_abc_g_aig,cyclic 2-bit-symbol movement delta coordinate,per-cell delta-coordinate BDD pools,independent BDD pool per 2-bit output cell plus xor reconstruction,ex299|cyclic_2-bit-symbol_movement_delta_coordinate|per-cell_delta-coordinate_BDD_pools|independent_BDD_pool_per_2-bit_output_cell_plus_xor_reconstruction|yosys_abc_g_aig|official_evaluate_py|cell_pairs,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/verilog/ex299_r25_delta_coord_cell_grouped.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/aigs/ex299_r25_delta_coord_cell_grouped_abc_g_aig.aig,1,1,119567,29,3467443,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/logs/ex299_r25_delta_coord_cell_grouped_abc_g_aig.evaluate.py.log,official evaluate.py OK; transform=delta; group=cell_pairs; groups=0:1/2:3/4:5/6:7/8:9/10:11/12:13/14:15; order=0:1:14:15:2:3:12:13:4:5:10:11:6:7:8:9; bdd_nodes=89188
ex299,unknown,unknown-symbol-r25,ex299_r25_gray_coord_mod4_planes_abc_g_aig,cyclic 2-bit-symbol output Gray-coordinate hypothesis,mod4 grouped Gray-coordinate BDD pools,four shared BDD pools for output-bit modulo class plus prefix-xor reconstruction,ex299|cyclic_2-bit-symbol_output_Gray-coordinate_hypothesis|mod4_grouped_Gray-coordinate_BDD_pools|four_shared_BDD_pools_for_output-bit_modulo_class_plus_prefix-xor_reconstruction|yosys_abc_g_aig|official_evaluate_py|mod4_output_planes,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/verilog/ex299_r25_gray_coord_mod4_planes.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/aigs/ex299_r25_gray_coord_mod4_planes_abc_g_aig.aig,1,1,113835,54,6147090,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/logs/ex299_r25_gray_coord_mod4_planes_abc_g_aig.evaluate.py.log,official evaluate.py OK; transform=gray_out; group=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10:14/3:7:11:15; order=0:2:4:6:8:10:12:14:1:3:5:7:9:11:13:15; bdd_nodes=82333
ex299,unknown,unknown-symbol-r25,ex299_r25_raw_coord_cell_grouped_d20_abc_g_aig_d20,cyclic 2-bit-symbol raw coordinate regrouping,per-cell raw-output BDD pools with delay-constrained ABC,independent BDD pool per 2-bit output cell under cell outside-in order,ex299|cyclic_2-bit-symbol_raw_coordinate_regrouping|per-cell_raw-output_BDD_pools_with_delay-constrained_ABC|independent_BDD_pool_per_2-bit_output_cell_under_cell_outside-in_order|yosys_abc_g_aig_d20|official_evaluate_py|cell_pairs,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/verilog/ex299_r25_raw_coord_cell_grouped_d20.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/aigs/ex299_r25_raw_coord_cell_grouped_d20_abc_g_aig_d20.aig,1,1,119123,26,3097198,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-symbol-r25/ex299/logs/ex299_r25_raw_coord_cell_grouped_d20_abc_g_aig_d20.evaluate.py.log,official evaluate.py OK; transform=raw; group=cell_pairs; groups=0:1/2:3/4:5/6:7/8:9/10:11/12:13/14:15; order=0:1:14:15:2:3:12:13:4:5:10:11:6:7:8:9; bdd_nodes=88874
